"Coefficient" "SE" "lwr" "upr" "Pvalue" "StageFig"
"Stageday20 - StageNestEnvironment" -0.152428790220149 0.0822465511600041 -0.419550672510942 0.114693092070645 0.778204576691161 "Day 20 - Nest Environment"
"Stageday20 - StageRiverEnvironment" -0.19517254166142 0.078725183739075 -0.450857661188919 0.0605125778660797 0.341491607054472 "Day 20 - River Environment"
"Stageday20 - StageBlank" 1.51745149613333 0.110963728902846 1.15706142855628 1.87784156371039 0 "Day 20 - Blank"
"Stageday25 - Stageday30andGreater" -0.0135011442651649 0.0951588403919381 -0.322559800264649 0.295557511734319 0.999999999996726 "Day 25 - Day <U+2265>30"
"Stageday25 - StageNestEnvironment" -0.203598355282662 0.0850378188944187 -0.479785768962655 0.0725890583973301 0.397778200591606 "Day 25 - Nest Environment"
"Stageday25 - StageRiverEnvironment" -0.246342106723934 0.081667311737794 -0.511582724419731 0.0188985109718641 0.0987169600209882 "Day 25 - River Environment"
"Stageday25 - StageBlank" 1.46628193107082 0.113247234141798 1.09847545260423 1.83408840953741 0 "Day 25 - Blank"
"Stageday30andGreater - StageNestEnvironment" -0.190097211017497 0.0803433768600278 -0.451037928333383 0.0708435062983885 0.417675298394406 "Day <U+2265>30 - Nest Environment"
"Stageday30andGreater - StageRiverEnvironment" -0.232840962458769 0.0768420123400574 -0.482409882806036 0.0167279578884984 0.095168683207181 "Day <U+2265>30 - River Environment"
"Stageday30andGreater - StageBlank" 1.47978307533598 0.110241466414415 1.12173878533497 1.837827365337 0 "Day <U+2265>30 - Blank"
"StageNestEnvironment - StageRiverEnvironment" -0.0427437514412713 0.0604426886729165 -0.239050642627699 0.153563139745156 0.999907328967493 "Nest Environment - River Environment"
"StageNestEnvironment - StageBlank" 1.66988028635348 0.0957925566042686 1.35876343502436 1.9809971376826 0 "Nest Environment - Blank"
"StageRiverEnvironment - StageBlank" 1.71262403779475 0.0913632520369784 1.41589276442078 2.00935531116873 0 "River Environment - Blank"
