"otu.names" "fVals" "pVals" "estimates" "SE" "CIlower" "CIupper" "W_stat" "detected_0.95" "detected_0.9" "detected_0.8" "detected_0.7" "detected_0.6" "ASV" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "St"
"35" "2692b51dc69b7a25255e60c4e6b8d269" 0.0300723692384101 0.864160288908222 -0.100683122489757 0.580594414281256 -1.31588119743553 1.11451495245602 0 FALSE FALSE FALSE FALSE FALSE "X2692b51dc69b7a25255e60c4e6b8d269" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "AAP99" "Genus_AAP99" "day20_25"
"36" "29ae88deef1c3eb93f1113b74641c6e6" 7.25235281914088 0.0144044985936874 1.83257359858116 0.6804903385342 0.408290951236623 3.25685624592569 14 FALSE FALSE FALSE FALSE FALSE "X29ae88deef1c3eb93f1113b74641c6e6" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day20_25"
"37" "2c0bf3b13c53cd8287ac1ec974d8db56" 0.151294057687177 0.701626531681116 0.226160264545859 0.581440619177391 -0.990808937602482 1.4431294666942 0 FALSE FALSE FALSE FALSE FALSE "X2c0bf3b13c53cd8287ac1ec974d8db56" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "Ferruginibacter" "metagenome" "day20_25"
"38" "2d9813d1ec45da9fd7b982159f15da28" 0.527100986742416 0.476677242385535 0.618128429014212 0.851396388337267 -1.16386469161205 2.40012154964047 0 FALSE FALSE FALSE FALSE FALSE "X2d9813d1ec45da9fd7b982159f15da28" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales Incertae Sedis" "uncultured" "Genus_uncultured" "day20_25"
"39" "2f18cd3722088ba82aed8a385dae541a" 0.155115616115386 0.698078941363108 -0.239185183451261 0.607304518333696 -1.51028814867454 1.03191778177202 0 FALSE FALSE FALSE FALSE FALSE "X2f18cd3722088ba82aed8a385dae541a" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "0319-6G20" "uncultured marine bacterium" "uncultured marine bacterium" "day20_25"
"40" "306938c1b4d9024067c727ceb70ee1fe" 1.69780790972579 0.208145955804731 -1.20286750700557 0.923152642536996 -3.1350481937261 0.729313179714961 0 FALSE FALSE FALSE FALSE FALSE "X306938c1b4d9024067c727ceb70ee1fe" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Leeiaceae" "Leeia" "Ambiguous_taxa" "day20_25"
"41" "311140dd06bb29874a30be22bf7a5e4e" 3.21566485044559 0.0888709271470653 -1.08511953520054 0.605120955345898 -2.35165225056604 0.181413180164964 0 FALSE FALSE FALSE FALSE FALSE "X311140dd06bb29874a30be22bf7a5e4e" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Sporichthyaceae" "Candidatus Planktophila" "Genus_Candidatus Planktophila" "day20_25"
"42" "32181b006051d0c53a829c211710b508" 0.260616129492584 0.615577271615576 -0.608865865437972 1.19267188521214 -3.10515681020349 1.88742507932755 0 FALSE FALSE FALSE FALSE FALSE "X32181b006051d0c53a829c211710b508" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "AAP99" "metagenome" "day20_25"
"43" "33971a5f31da661c208d2ee9aa9e5769" 2.6900793434443 0.117426191566151 1.26709276042922 0.772548697678514 -0.349870247013726 2.88405576787216 0 FALSE FALSE FALSE FALSE FALSE "X33971a5f31da661c208d2ee9aa9e5769" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "uncultured" "uncultured bacterium" "day20_25"
"44" "34cf58f4223e986a42cc2aac8f4de71d" 1.02719618027694 0.323551551912575 0.787487744983711 0.776992999728634 -0.83877729355519 2.41375278352261 0 FALSE FALSE FALSE FALSE FALSE "X34cf58f4223e986a42cc2aac8f4de71d" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Spirosomaceae" "Arcicella" "uncultured bacterium" "day20_25"
"45" "3545d237fe9db9548821f5c991f3ad40" 0.15976699031767 0.693828887130985 -0.494484196694636 1.23711162927685 -3.08378859475933 2.09482020137006 0 FALSE FALSE FALSE FALSE FALSE "X3545d237fe9db9548821f5c991f3ad40" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Paludibacteraceae" "Paludibacter" "uncultured bacterium" "day20_25"
"46" "35db844155431d8365719957be6686f2" 0.118051849826172 0.734929972357364 0.308792871728408 0.898733371416581 -1.57227769314597 2.18986343660279 0 FALSE FALSE FALSE FALSE FALSE "X35db844155431d8365719957be6686f2" "Bacteria" "Actinobacteria" "Actinobacteria" "Kineosporiales" "Kineosporiaceae" "Family_Kineosporiaceae" "Family_Kineosporiaceae" "day20_25"
"47" "39c70e6ff0b47273b50c3be788dab6e5" 0.278931990611275 0.603516602817949 -0.418532648852269 0.792465161817277 -2.0771812948164 1.24011599711186 0 FALSE FALSE FALSE FALSE FALSE "X39c70e6ff0b47273b50c3be788dab6e5" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales Incertae Sedis" "uncultured" "uncultured bacterium" "day20_25"
"48" "3d8580b0228e8c377c076942fd549734" 1.02627280373631 0.32376352595692 -0.768613756065283 0.758711632624654 -2.35661545350808 0.819387941377518 0 FALSE FALSE FALSE FALSE FALSE "X3d8580b0228e8c377c076942fd549734" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" "Genus_Bdellovibrio" "day20_25"
"49" "3eb1284275e31c637778f8ce5f143e9a" 0.317254292808925 0.579849523510425 -0.476671205324646 0.846282117961187 -2.24796003503302 1.29461762438373 0 FALSE FALSE FALSE FALSE FALSE "X3eb1284275e31c637778f8ce5f143e9a" "Bacteria" "Armatimonadetes" "Fimbriimonadia" "Fimbriimonadales" "Fimbriimonadaceae" "metagenome" "metagenome" "day20_25"
"50" "41ac35a92cd3b9c275304ee203d31a56" 0.0773765528890085 0.783889180365484 0.199952750405319 0.718824206011726 -1.30456360366818 1.70446910447882 0 FALSE FALSE FALSE FALSE FALSE "X41ac35a92cd3b9c275304ee203d31a56" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Microtrichales" "Iamiaceae" "Iamia" "Ambiguous_taxa" "day20_25"
"51" "4285c246d197bac8e54cb018b8d9ae34" 2.48515043341523 0.131429856910742 1.11417730014741 0.706769768374165 -0.365108825988303 2.59346342628313 0 FALSE FALSE FALSE FALSE FALSE "X4285c246d197bac8e54cb018b8d9ae34" "Bacteria" "Armatimonadetes" "Fimbriimonadia" "Fimbriimonadales" "Fimbriimonadaceae" "metagenome" "metagenome" "day20_25"
"52" "43dd638a8f5f0a672da28e741d7e12b9" 0.808393322939347 0.379849592438773 0.853422742943686 0.949189342618502 -1.13325338334485 2.84009886923222 0 FALSE FALSE FALSE FALSE FALSE "X43dd638a8f5f0a672da28e741d7e12b9" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day20_25"
"53" "44349931377434a54bb432488ce41d8f" 1.02717922961202 0.323555441436558 -0.857361201722664 0.845942241976777 -2.62793866282015 0.913216259374823 0 FALSE FALSE FALSE FALSE FALSE "X44349931377434a54bb432488ce41d8f" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Genus_Sphingomonas" "day20_25"
"54" "45c3b94f6b14d77bb427863a52534e85" 0.29794883141583 0.591523095558794 0.168074160552241 0.307914476526114 -0.476398245517459 0.81254656662194 0 FALSE FALSE FALSE FALSE FALSE "X45c3b94f6b14d77bb427863a52534e85" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Deinococcales" "Deinococcaceae" "Deinococcus" "Genus_Deinococcus" "day20_25"
"55" "462ba34fb70bcaf21c13f072311ced43" 0.597647137537366 0.44898863558098 -0.849638303837766 1.09903534959844 -3.14994572719234 1.45066911951681 0 FALSE FALSE FALSE FALSE FALSE "X462ba34fb70bcaf21c13f072311ced43" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day20_25"
"56" "49b4394d46e28f4f718c47611025d785" 0.0406595492615844 0.842339668673875 0.222133027657394 1.10162011195497 -2.08358436548433 2.52785042079912 0 FALSE FALSE FALSE FALSE FALSE "X49b4394d46e28f4f718c47611025d785" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Ideonella" "Genus_Ideonella" "day20_25"
"57" "4ac17c0d9914bace32a14720270a1f2a" 0.0523940138972776 0.82139441484159 0.208282113798847 0.909936615207634 -1.69623710981761 2.1128013374153 0 FALSE FALSE FALSE FALSE FALSE "X4ac17c0d9914bace32a14720270a1f2a" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "R7C24" "Order_R7C24" "Order_R7C24" "Order_R7C24" "day20_25"
"58" "4ad8edf9243676d839b096f31f3d0e66" 0.122347010271049 0.730350059677459 0.274109124452184 0.783658433732017 -1.36610682778887 1.91432507669324 0 FALSE FALSE FALSE FALSE FALSE "X4ad8edf9243676d839b096f31f3d0e66" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium" "Genus_Novosphingobium" "day20_25"
"59" "4b95d649f2f281c6e49ed7dfd58385fe" 0.00187349933888646 0.965926845749575 -0.0387366751744672 0.894943400402825 -1.91187473955155 1.83440138920261 0 FALSE FALSE FALSE FALSE FALSE "X4b95d649f2f281c6e49ed7dfd58385fe" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae" "day20_25"
"60" "4bc3351a4fd8d95376d9111d0b177405" 1.57450448388654 0.224770077044857 1.2811016709969 1.02096686332599 -0.855806532698195 3.418009874692 0 FALSE FALSE FALSE FALSE FALSE "X4bc3351a4fd8d95376d9111d0b177405" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Rhodococcus" "Rhodococcus hoagii" "day20_25"
"61" "4c52f8f481fdc347fa322208b2a7cc06" 0.0862277517703489 0.772212248714959 0.231767765865456 0.789277101021809 -1.42020819216685 1.88374372389776 0 FALSE FALSE FALSE FALSE FALSE "X4c52f8f481fdc347fa322208b2a7cc06" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Order_Cytophagales" "Order_Cytophagales" "Order_Cytophagales" "day20_25"
"62" "4c6eaf35bf66acade58ce987b4dea67a" 1.1203679253632 0.303111289606745 0.974069032833992 0.920257579575172 -0.952052217468412 2.9001902831364 0 FALSE FALSE FALSE FALSE FALSE "X4c6eaf35bf66acade58ce987b4dea67a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium" "Genus_Novosphingobium" "day20_25"
"63" "4cbb553f42d7e22eef436836dfc41a88" 0.00130061993959677 0.971607449423765 0.0362538420811445 1.00526100165484 -2.06778161534103 2.14028929950332 0 FALSE FALSE FALSE FALSE FALSE "X4cbb553f42d7e22eef436836dfc41a88" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Nocardiaceae" "Nocardia" "Genus_Nocardia" "day20_25"
"64" "4ce33f99a0b27ff6070616284543121e" 0.000453480490044084 0.98323231744529 -0.0153426493735184 0.720478551623397 -1.52332158860655 1.49263628985951 0 FALSE FALSE FALSE FALSE FALSE "X4ce33f99a0b27ff6070616284543121e" "Bacteria" "Bacteroidetes" "Bacteroidia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium" "Genus_Flavobacterium" "day20_25"
"65" "4d709b1629acb5d948a4f28fc5845d90" 0.0582771545323874 0.811826110692476 0.254252600563683 1.05321305669835 -1.95014766152286 2.45865286265022 0 FALSE FALSE FALSE FALSE FALSE "X4d709b1629acb5d948a4f28fc5845d90" "Bacteria" "Cyanobacteria" "Oxyphotobacteria" "Pseudanabaenales" "Pseudanabaenaceae" "Pseudanabaena PCC-7429" "Genus_Pseudanabaena PCC-7429" "day20_25"
"66" "4e8d7a4662640b90817f015280cf5713" 0.64635483526075 0.431363431163411 -0.671014754149811 0.834634953427714 -2.41792578832398 1.07589628002435 0 FALSE FALSE FALSE FALSE FALSE "X4e8d7a4662640b90817f015280cf5713" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Clostridiaceae 1" "Clostridium sensu stricto 1" "Genus_Clostridium sensu stricto 1" "day20_25"
"67" "52a0bc15952c1c826ab4b1aec8872bfc" 4.18338803853296 0.0549226293406353 3.22036349183486 1.5744933090302 -0.0750888774702814 6.51581586114 0 FALSE FALSE FALSE FALSE FALSE "X52a0bc15952c1c826ab4b1aec8872bfc" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Family_Intrasporangiaceae" "Family_Intrasporangiaceae" "day20_25"
"68" "52abfae86a69569ae491695349cca6f8" 0.0505786214045393 0.824460525270316 0.212417806404632 0.944511882013437 -1.76446828232396 2.18930389513322 0 FALSE FALSE FALSE FALSE FALSE "X52abfae86a69569ae491695349cca6f8" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Rhodocyclaceae" "Zoogloea" "Genus_Zoogloea" "day20_25"
