"otu.names" "fVals" "pVals" "estimates" "SE" "CIlower" "CIupper" "W_stat" "detected_0.95" "detected_0.9" "detected_0.8" "detected_0.7" "detected_0.6" "ASV" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"27" "1d6b12d4749293f779b42ff297dfb654" 0.320581019202727 0.574977179020869 0.309125176333039 0.545965844834134 -0.80041091410614 1.41866126677222 1 FALSE FALSE FALSE FALSE FALSE "X1d6b12d4749293f779b42ff297dfb654" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Spirosomaceae" "Emticicia" "uncultured bacterium"
"28" "1ddc8a4694ed56884c16d791174a6390" 0.0348168974703576 0.853088787153486 -0.119115893776838 0.638373248796184 -1.4164464235382 1.17821463598452 0 FALSE FALSE FALSE FALSE FALSE "X1ddc8a4694ed56884c16d791174a6390" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Ensifer" "Genus_Ensifer"
"29" "1e1178f3163cc9169597e95ff04f6ec6" 10.3230445873902 0.00287327055409128 -2.52667199051207 0.786402642972882 -4.12483444380665 -0.928509537217493 136 FALSE FALSE FALSE FALSE FALSE "X1e1178f3163cc9169597e95ff04f6ec6" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Aquabacterium" "Genus_Aquabacterium"
"30" "1e853f222ba2f01f1da8ca09d868fd8a" 0.115407516934925 0.736159502309332 0.149505768336435 0.440089392367689 -0.744863482911773 1.04387501958464 0 FALSE FALSE FALSE FALSE FALSE "X1e853f222ba2f01f1da8ca09d868fd8a" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Acetobacterales" "Acetobacteraceae" "Family_Acetobacteraceae" "Family_Acetobacteraceae"
"31" "1fd6bc25da83cd0fb75d720b1011c0ba" 4.18332971315335 0.0486241045968734 -1.33454990714329 0.652489867288188 -2.66056885732516 -0.00853095696142403 23 FALSE FALSE FALSE FALSE FALSE "X1fd6bc25da83cd0fb75d720b1011c0ba" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" "Pseudomonas otitidis"
"32" "20b2a1cd685acf58314fb59252a14448" 9.06507384693704 0.00488644951578835 2.17738356903184 0.723184764449929 0.707695302256242 3.64707183580743 86 FALSE FALSE FALSE FALSE FALSE "X20b2a1cd685acf58314fb59252a14448" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Novosphingobium" "Genus_Novosphingobium"
"33" "20b3df08cd5fac2be26a2928155bab69" 2.83594317042361 0.101337276136417 -1.52118661555821 0.903303584605324 -3.35692036561939 0.314547134502971 0 FALSE FALSE FALSE FALSE FALSE "X20b3df08cd5fac2be26a2928155bab69" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Achromobacter" "Genus_Achromobacter"
"34" "20dcf3ba9273c8f7554908a849a903fe" 1.08380068743905 0.305195482032884 1.04041229168352 0.999380251810549 -0.990572737779024 3.07139732114607 0 FALSE FALSE FALSE FALSE FALSE "X20dcf3ba9273c8f7554908a849a903fe" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Comamonas" "Genus_Comamonas"
"35" "225671ed33a06c9e372cb09428c37ff1" 3.56247858510973 0.0676599707203827 1.19238988712632 0.631745493870625 -0.091471424078468 2.47625119833111 17 FALSE FALSE FALSE FALSE FALSE "X225671ed33a06c9e372cb09428c37ff1" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Family_Intrasporangiaceae" "Family_Intrasporangiaceae"
"36" "22cdb8de4aea60f0713d7a1f35c86e29" 0.477223432982333 0.494372324043964 0.425031000390274 0.615261481588784 -0.825330767363216 1.67539276814376 0 FALSE FALSE FALSE FALSE FALSE "X22cdb8de4aea60f0713d7a1f35c86e29" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Family_Sphingomonadaceae" "Family_Sphingomonadaceae"
"37" "2404a99f94ffdbbdb5cbb609aec724ed" 4.28360725674369 0.0461480705059527 1.18891193452122 0.574440251662604 0.0215088871488014 2.35631498189363 19 FALSE FALSE FALSE FALSE FALSE "X2404a99f94ffdbbdb5cbb609aec724ed" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" "Family_Devosiaceae" "Family_Devosiaceae"
"38" "24051ef88d0304b64d9d8f9b863126e6" 3.83631592361723 0.0583974954147457 -1.6280052752859 0.831186776978766 -3.31718003901849 0.0611694884466849 18 FALSE FALSE FALSE FALSE FALSE "X24051ef88d0304b64d9d8f9b863126e6" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Shinella" "Ambiguous_taxa"
"39" "245b2aa3f0304ce3a64102493b4261a1" 0.120980435523776 0.73011778447966 0.211825913315076 0.609005922058582 -1.02582302793045 1.4494748545606 0 FALSE FALSE FALSE FALSE FALSE "X245b2aa3f0304ce3a64102493b4261a1" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Spirosomaceae" "Emticicia" "Genus_Emticicia"
"40" "260081b2111589f6fbd9214b86a3001c" 2.71503128053359 0.108619423435657 0.956325130263563 0.58038763255821 -0.223164449278768 2.13581470980589 1 FALSE FALSE FALSE FALSE FALSE "X260081b2111589f6fbd9214b86a3001c" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "AAP99" "Genus_AAP99"
"41" "2692b51dc69b7a25255e60c4e6b8d269" 17.7356456431823 0.000175968237306959 2.45322305682855 0.582523615405357 1.26939263787311 3.63705347578399 156 FALSE FALSE FALSE FALSE TRUE "X2692b51dc69b7a25255e60c4e6b8d269" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "AAP99" "Genus_AAP99"
"42" "27518aae25a73e7002abaaa18867bac9" 0.123183258541947 0.727772824159208 0.309455956640997 0.881704388952226 -1.4823829466485 2.10129485993049 0 FALSE FALSE FALSE FALSE FALSE "X27518aae25a73e7002abaaa18867bac9" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"43" "2ae9c7fbdfe2036861ece7df6601685d" 9.88570073973497 0.00344801526206481 -2.00424251819143 0.637450610489706 -3.29969802132036 -0.708787015062495 104 FALSE FALSE FALSE FALSE FALSE "X2ae9c7fbdfe2036861ece7df6601685d" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Fluviicoccus" "metagenome"
"44" "2cd00ea627d63b6c55af5d1d65a6cd44" 4.12762965734138 0.0500626326602294 1.39551576899737 0.686885559385548 -0.000403637593539674 2.79143517558828 18 FALSE FALSE FALSE FALSE FALSE "X2cd00ea627d63b6c55af5d1d65a6cd44" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Spirosomaceae" "Arcicella" "Arcicella rigui"
"45" "2d68fe60bfba9823f6db9a580e3435cd" 2.74079960811663 0.107018611522159 0.983684956313815 0.594179122323043 -0.22383230257841 2.19120221520604 10 FALSE FALSE FALSE FALSE FALSE "X2d68fe60bfba9823f6db9a580e3435cd" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Devosiaceae" "Devosia" "Genus_Devosia"
"46" "3046627c356a24ce50a771cb00466245" 0.091134282570414 0.764578981456568 0.136470674139495 0.452062463479929 -0.782230785136232 1.05517213341522 0 FALSE FALSE FALSE FALSE FALSE "X3046627c356a24ce50a771cb00466245" "Bacteria" "Bacteroidetes" "Bacteroidia" "Chitinophagales" "Chitinophagaceae" "uncultured" "metagenome"
"47" "306938c1b4d9024067c727ceb70ee1fe" 2.66080670499169 0.112078500163518 -1.22035438874548 0.748133848221645 -2.74074529402866 0.300036516537688 1 FALSE FALSE FALSE FALSE FALSE "X306938c1b4d9024067c727ceb70ee1fe" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Leeiaceae" "Leeia" "Ambiguous_taxa"
"48" "33971a5f31da661c208d2ee9aa9e5769" 0.0285465050240327 0.866831560607476 -0.0837306226785005 0.49557324146897 -1.0908566216186 0.923395376261598 0 FALSE FALSE FALSE FALSE FALSE "X33971a5f31da661c208d2ee9aa9e5769" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" "uncultured" "uncultured bacterium"
"49" "34244f46ca2dbc7e4f45efefd6ee8dce" 7.90196736949365 0.00813656222085126 -2.86007881531182 1.01744369578151 -4.92777317960372 -0.792384451019915 101 FALSE FALSE FALSE FALSE FALSE "X34244f46ca2dbc7e4f45efefd6ee8dce" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacterium" "Genus_Sphingobacterium"
"50" "34cf58f4223e986a42cc2aac8f4de71d" 8.72350086374421 0.00566452900975545 1.51477106041481 0.512863267733222 0.472507500533224 2.55703462029639 64 FALSE FALSE FALSE FALSE FALSE "X34cf58f4223e986a42cc2aac8f4de71d" "Bacteria" "Bacteroidetes" "Bacteroidia" "Cytophagales" "Spirosomaceae" "Arcicella" "uncultured bacterium"
"51" "366396e8707a3b670c3611379bc1294b" 0.806218701806957 0.3755551883423 0.559380751964644 0.622990012502634 -0.70668728030361 1.8254487842329 0 FALSE FALSE FALSE FALSE FALSE "X366396e8707a3b670c3611379bc1294b" "Bacteria" "Patescibacteria" "Parcubacteria" "Candidatus Nomurabacteria" "uncultured bacterium" "uncultured bacterium" "uncultured bacterium"
"52" "36ecd054f5309a9658926a0926d7ee82" 3.02068574754351 0.0912594700767644 -1.26421002080687 0.727388541275443 -2.74244138995452 0.214021348340769 6 FALSE FALSE FALSE FALSE FALSE "X36ecd054f5309a9658926a0926d7ee82" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Shinella" "Genus_Shinella"
"53" "37b47e247150c330ef350d45bf236dfb" 0.639723868527007 0.429363822067593 0.485320811771283 0.606781928514391 -0.747808430805303 1.71845005434787 0 FALSE FALSE FALSE FALSE FALSE "X37b47e247150c330ef350d45bf236dfb" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Dermacoccaceae" "Family_Dermacoccaceae" "Family_Dermacoccaceae"
"54" "37dc7400d5d28481d5eb2092301f36c8" 0.265447759691916 0.609735724270868 -0.271136199322658 0.526257104413955 -1.34061931025736 0.798346911612044 0 FALSE FALSE FALSE FALSE FALSE "X37dc7400d5d28481d5eb2092301f36c8" "Bacteria" "Bacteroidetes" "Bacteroidia" "Sphingobacteriales" "env.OPS 17" "Family_env.OPS 17" "Family_env.OPS 17"
"55" "3c8356dcdc903d69d54498ab9d2d8354" 10.0516414125365 0.00321663244662008 -1.97737110342643 0.623691305374486 -3.24486433428293 -0.709877872569931 83 FALSE FALSE FALSE FALSE FALSE "X3c8356dcdc903d69d54498ab9d2d8354" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"56" "3eb1284275e31c637778f8ce5f143e9a" 0.162845311629583 0.689077096426375 0.264828878946238 0.656262686920437 -1.06885736321791 1.59851512111039 0 FALSE FALSE FALSE FALSE FALSE "X3eb1284275e31c637778f8ce5f143e9a" "Bacteria" "Armatimonadetes" "Fimbriimonadia" "Fimbriimonadales" "Fimbriimonadaceae" "metagenome" "metagenome"
"57" "407bec9677d125ec69589865d9728462" 1.28495789572419 0.264909183665856 -0.782904408088082 0.690659976714893 -2.18649435357243 0.620685537396264 0 FALSE FALSE FALSE FALSE FALSE "X407bec9677d125ec69589865d9728462" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Pedosphaerales" "Pedosphaeraceae" "uncultured bacterium" "uncultured bacterium"
"58" "41b6f8941d46b48cba1a61b1b7f2760a" 0.730094474435582 0.398833279175014 -0.556342035826184 0.651106970261546 -1.87955060111871 0.766866529466338 0 FALSE FALSE FALSE FALSE FALSE "X41b6f8941d46b48cba1a61b1b7f2760a" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Phaselicystidaceae" "Phaselicystis" "metagenome"
"59" "4285c246d197bac8e54cb018b8d9ae34" 6.84224618801777 0.0131819575738668 1.4241858580586 0.54446168242655 0.317706593413357 2.53066512270384 43 FALSE FALSE FALSE FALSE FALSE "X4285c246d197bac8e54cb018b8d9ae34" "Bacteria" "Armatimonadetes" "Fimbriimonadia" "Fimbriimonadales" "Fimbriimonadaceae" "metagenome" "metagenome"
"60" "44f5b5f62659f9a39a027396c6aaf127" 0.152059692558843 0.699006974011208 0.31144059557351 0.798671463127616 -1.31165510011634 1.93453629126336 0 FALSE FALSE FALSE FALSE FALSE "X44f5b5f62659f9a39a027396c6aaf127" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"61" "456ee3b2a123d8837f9b15027f94a5fa" 6.80157511698763 0.0134333231312406 -1.64699154604705 0.631519289669529 -2.93039315500617 -0.363589937087922 37 FALSE FALSE FALSE FALSE FALSE "X456ee3b2a123d8837f9b15027f94a5fa" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Undibacterium" "Ambiguous_taxa"
"62" "45c3b94f6b14d77bb427863a52534e85" 12.5158294316012 0.00119037008465265 3.42019976592637 0.966766638017103 1.45549357402456 5.38490595782818 195 FALSE FALSE TRUE TRUE TRUE "X45c3b94f6b14d77bb427863a52534e85" "Bacteria" "Deinococcus-Thermus" "Deinococci" "Deinococcales" "Deinococcaceae" "Deinococcus" "Genus_Deinococcus"
"63" "462ba34fb70bcaf21c13f072311ced43" 3.92982217579437 0.0555652982225848 1.50254943188215 0.75795307480727 -0.0377965427154026 3.04289540647971 28 FALSE FALSE FALSE FALSE FALSE "X462ba34fb70bcaf21c13f072311ced43" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"64" "472466279b75a9efd1ce4fbc71e9f0bd" 2.10562405942839 0.155923110990751 -0.863731289074618 0.5952346920375 -2.07339372372325 0.345931145574014 0 FALSE FALSE FALSE FALSE FALSE "X472466279b75a9efd1ce4fbc71e9f0bd" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas" "Genus_Pseudomonas"
"65" "47a9d10e32ffbceb163e240b65825d7e" 1.38393891483146 0.247602445391399 -0.899914437420213 0.764967102399366 -2.45451463108001 0.654685756239583 0 FALSE FALSE FALSE FALSE FALSE "X47a9d10e32ffbceb163e240b65825d7e" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"66" "4944da39b397889613f71e0bd4c87d31" 0.166066305470529 0.686186313498084 0.24952458577362 0.61231173297037 -0.994842571546231 1.49389174309347 0 FALSE FALSE FALSE FALSE FALSE "X4944da39b397889613f71e0bd4c87d31" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Chromobacteriaceae" "Paludibacterium" "Genus_Paludibacterium"
"67" "49b4394d46e28f4f718c47611025d785" 6.86764752380867 0.0130275478845889 1.82816244053533 0.697606925673841 0.410454596172656 3.24587028489801 76 FALSE FALSE FALSE FALSE FALSE "X49b4394d46e28f4f718c47611025d785" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Ideonella" "Genus_Ideonella"
"68" "4ac17c0d9914bace32a14720270a1f2a" 2.71110370378737 0.108865817922372 0.927425756400844 0.563256338616468 -0.217248845090874 2.07210035789256 20 FALSE FALSE FALSE FALSE FALSE "X4ac17c0d9914bace32a14720270a1f2a" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "R7C24" "Order_R7C24" "Order_R7C24" "Order_R7C24"
"69" "4b95d649f2f281c6e49ed7dfd58385fe" 1.13013297340728 0.295239520089935 0.868548451925463 0.817013584068306 -0.791822918335341 2.52891982218627 0 FALSE FALSE FALSE FALSE FALSE "X4b95d649f2f281c6e49ed7dfd58385fe" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Betaproteobacteriales" "Burkholderiaceae" "Family_Burkholderiaceae" "Family_Burkholderiaceae"
"70" "4ba6bad752253e930876e8c688e4d9fb" 10.084583609042 0.00317270832536115 -2.62447568692457 0.826444261311402 -4.3040124992318 -0.944938874617335 108 FALSE FALSE FALSE FALSE FALSE "X4ba6bad752253e930876e8c688e4d9fb" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium" "Genus_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
